VBS_sample_id,contributor,country,location,collection_year,collection_month,latitude,longitude,date_of_collection,collection_context,collection_method,collection_time,collector_sample_id,sample_type,specimen_sex_partner,specimen_storage_partner,Lifestage,dna_extraction_method_partner,sample_type_received,body_part_lab,dna_extraction_method_lab,total_dna_lab,species_pcr,sequencing_pipeline,mean_cov,median_cov,modal_cov,mean_cov_2RL,median_cov_2RL,mode_cov_2RL,mean_cov_3RL,median_cov_3RL,mode_cov_3RL,mean_cov_X,median_cov_X,mode_cov_X,frac_gen_cov,divergence,pc_contam,LLR,sex_call,PCA_QC_outlier,FILTER_frac_genome_cov,FILTER_median_cov,FILTER_contamination,FILTER_nosexcall,FILTER_divergence,FILTER_pca,sample_set,adm_level,geographic_cohort,geographic_cohort_code,geographic_cohort_colour,geographic_cohort_shape,PCA_cohort,PCA_cohort_colour,karyotype_3La,karyotype_3Ra,karyotype_3Rb,karyotype_2Ra,karyotype_2Rh,karyotype_2Rt,mitochondrial_id,subset_1,subset_2,subset_3,heterozygous_sites,raw_total_sequences,reads_mapped,reads_mapped_and_paired,reads_unmapped,reads_properly_paired,reads_paired,reads_duplicated,reads_MQ0,non-primary_alignments,total_length,bases_mapped,bases_mapped_(cigar),bases_duplicated,mismatches,error_rate,average_quality,insert_size_average,insert_size_standard_deviation,inward_oriented_pairs,outward_oriented_pairs,pairs_with_other_orientation,pairs_on_different_chromosomes,ena_run_accessions
VBS17627,Charles Wondji,Zambia,Katete,2016,8,-14.183333,31.8666666,1/8/2016,Indoor,Indoor resting catch,06:30 to 10:00,45,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,24.6,fun,LI,35,34,34,35.23,34,34,35,34,33,33.92,32,33,0.941,0.01812,1.667,2580.479,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Eastern Province, Katete",Zambia_Eastern-Prov,ZM,#7bccc4,circle,Southeastern,#1f77b4,3L+/a,3R+/a,3R+/+,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterA,Y,Y,Y,2427058,92180964,90581003,89881956,1599961,82971868,92180964,21664059,19394052,6023844,13919325564,13677731453,13047418682,3271272909,343108437,0.0263,37.9,524,1121.1,40303399,1823278,631057,1891170,"ERR2710394,ERR2799004,ERR2799033"
VBS17628,Charles Wondji,Zambia,Katete,2016,8,-14.183333,31.8666666,1/8/2016,Indoor,Indoor resting catch,06:30 to 10:00,46,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,14.6,fun,LI,38.63,38,38,38.92,38,38,38.63,38,37,37.28,36,36,0.941,0.01813,1.234,2076.606,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Eastern Province, Katete",Zambia_Eastern-Prov,ZM,#7bccc4,circle,Southeastern,#1f77b4,3La/a,3R+/+,3R+/+,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterA,Y,Y,Y,2334001,88086052,86739774,86124450,1346278,80149136,88086052,15681284,16865672,5324079,13300993852,13097705874,12530834177,2367873884,329528265,0.0263,37.8,515,1086.1,39234449,1401850,575449,1604201,"ERR2710395,ERR2799005,ERR2799034"
VBS17629,Charles Wondji,Zambia,Katete,2016,8,-14.183333,31.8666666,1/8/2016,Indoor,Indoor resting catch,06:30 to 10:00,47,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,11.5,fun,LI,38.66,38,38,38.97,38,38,38.61,38,38,37.32,36,36,0.943,0.01789,1.436,2011.391,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Eastern Province, Katete",Zambia_Eastern-Prov,ZM,#7bccc4,circle,Southeastern,#1f77b4,3L+/a,3R+/a,3R+/b,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterA,Y,Y,Y,2506135,91470672,89699327,88898694,1771345,82757674,91470672,15634766,19723353,5449979,13812071472,13544598377,12927826178,2360849666,323508670,0.025,37.8,500.9,1068.4,40461944,1424824,580862,1699917,"ERR2710396,ERR2799006,ERR2799035"
VBS17630,Charles Wondji,Zambia,Katete,2016,8,-14.183333,31.8666666,1/8/2016,Indoor,Indoor resting catch,06:30 to 10:00,48,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,77.4,fun,LI,32.49,32,32,32.67,32,32,32.43,32,32,31.86,31,31,0.94,0.01831,1.374,1939.619,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Eastern Province, Katete",Zambia_Eastern-Prov,ZM,#7bccc4,circle,Southeastern,#1f77b4,3L+/a,3R+/+,3R+/+,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterA,Y,Y,Y,2407944,71675038,70683911,70227634,991127,65355516,71675038,10731717,14349861,4389767,10822930738,10673270561,10223191702,1620489267,262707052,0.0257,37.9,509.9,1061.9,32120871,980779,506630,1314402,"ERR2710397,ERR2799007,ERR2799036"
VBS17631,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,4/6/2014,Indoor,Pyrethroid spray catch,,11,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,8.9,fun,LI,27.6,26,25,27.43,26,25,27.57,26,25,28.59,25,24,0.937,0.01959,3.309,5536.271,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/+,3R+/+,3R+/+,2R+/+,2R+/h,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2801624,104359328,78825306,74233206,25534022,65614876,104359328,12265405,25472657,7538983,15758258528,11902621206,10521020254,1852076155,280865637,0.0267,37.6,632.4,1443.1,31663543,1801854,658771,2608505,"ERR2703732,ERR2810207,ERR2810232"
VBS17632,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,10/6/2014,Indoor,Pyrethroid spray catch,,16,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,4.3,fun,LI,21.58,20,20,21.52,20,20,21.67,20,20,21.57,20,19,0.932,0.01995,4.44,4998.474,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/+,3R+/+,3R+/+,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2869691,96395162,65765125,59522968,30630037,49440060,96395162,10240591,22861120,9758198,14555669462,9930533875,7979515447,1546329241,206049289,0.0258,37.7,837.2,1860.8,24029210,1348636,904733,3048568,"ERR2703733,ERR2810208,ERR2810233"
VBS17633,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,4/6/2014,Indoor,Pyrethroid spray catch,,24,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,4.8,fun,LI,21,19,19,20.86,20,19,21,20,19,21.71,19,18,0.933,0.01979,2.159,1911.306,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/+,3R+/+,3Rb/b,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,N,N,2869073,97700786,63918865,59018080,33781921,51963900,97700786,10804953,21654820,5862514,14752818686,9651748615,8418185403,1631547903,229584427,0.0273,37.5,620.6,1420.4,24724148,1794521,501902,2138363,"ERR2703734,ERR2810209,ERR2810234"
VBS17634,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,4/6/2014,Indoor,Pyrethroid spray catch,,26,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,8.2,fun,LI,16.48,15,15,16.4,15,15,16.51,15,15,16.75,15,14,0.927,0.0202,2.496,1686.002,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/+,3R+/+,3R+/b,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,N,N,3043512,109007812,52889779,44650468,56118033,39033586,109007812,12081121,18461689,4621970,16460179612,7986356629,6278175467,1824249271,158878223,0.0253,38.6,665.5,1546.8,18620575,1025531,479229,1670709,"ERR2703757,ERR2798807,ERR2798833"
VBS17635,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,5/6/2014,Indoor,Pyrethroid spray catch,,33,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,11.4,fun,LI,32.21,31,31,32.16,31,31,32.3,31,31,32.09,30,30,0.937,0.01969,1.536,1880.206,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/a,3R+/+,3R+/+,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2777705,99222196,82073557,79240654,17148639,71947682,99222196,13022720,22229601,6258665,14982551596,12393107107,11418791495,1966430720,311896919,0.0273,37.6,558,1217.4,34781161,1779123,571796,2158768,"ERR2703735,ERR2810210,ERR2810235"
VBS17636,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,5/6/2014,Indoor,Pyrethroid spray catch,,41,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,6.1,fun,LI,25.2,24,24,25.18,24,24,25.19,24,24,25.3,24,23,0.934,0.01977,1.246,1133.03,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/+,3R+/+,3R+/+,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2710637,87659074,66116729,62981038,21542345,57237436,87659074,12149832,17778685,4738830,13236520174,9983626079,9101999224,1834624632,241464276,0.0265,38.5,559.8,1237.8,27646835,1410925,474684,1664895,"ERR2703758,ERR2798808,ERR2798834"
VBS17637,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,5/6/2014,Indoor,Pyrethroid spray catch,,44,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,7.5,fun,LI,26.02,25,24,25.96,25,25,26.06,25,25,26.13,24,24,0.935,0.01964,1.781,1886.931,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/a,3R+/+,3R+/+,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2766713,103690106,71366704,66043864,32323402,59103664,103690106,13660958,20202886,5758610,15657206006,10776372304,9405085500,2062804658,244069955,0.026,38.5,610.6,1381.2,28517577,1423168,580305,2027434,"ERR2703759,ERR2798809,ERR2798835"
VBS17638,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,6/6/2014,Indoor,Pyrethroid spray catch,,58,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,5.6,fun,LI,27.28,26,26,27.28,26,26,27.35,26,26,27.01,25,25,0.934,0.01978,1.754,2220.809,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/+,3R+/+,3R+/+,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2760681,107420000,74727262,70182748,32692738,62968546,107420000,14753024,20760705,6005462,16220420000,11283816562,10095392226,2227706624,267735448,0.0265,38.5,564.6,1282.9,30382959,1560767,620274,2135012,"ERR2703760,ERR2798810,ERR2798836"
VBS17641,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,6/6/2014,Indoor,Pyrethroid spray catch,,70,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,3.3,fun,LI,23.31,22,22,23.23,22,22,23.39,22,22,23.37,21,21,0.934,0.01943,1.831,1567.822,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/a,3R+/+,3Rb/b,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2835530,103778510,71843295,67287170,31935215,60436938,103778510,14281020,23239000,5652083,15670555010,10848337545,9651911816,2156434020,243043166,0.0252,38.4,570.5,1301.7,29015769,1656379,469910,2087923,"ERR2703761,ERR2798811,ERR2798837"
VBS17642,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,6/6/2014,Indoor,Pyrethroid spray catch,,71,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,17.6,fun,LI,31.72,31,31,32.87,32,32,32.91,32,31,21.37,17,16,0.935,0.01984,1.024,1223.408,M,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/+,3R+/+,3R+/+,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2509327,92434946,84381479,83118212,8053467,75937500,92434946,14695454,23543792,5665352,13957676846,12741603329,12086722188,2219013554,308620515,0.0255,38.4,518.5,1134.9,36929729,1627683,484367,2257136,"ERR2703762,ERR2798812,ERR2798838"
VBS17643,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,6/6/2014,Indoor,Pyrethroid spray catch,,78,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,3.1,fun,LI,14.19,13,12,14.17,13,12,14.18,13,12,14.34,13,12,0.925,0.02096,4.126,2856.472,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/+,3R+/+,3R+/+,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterA,Y,N,N,3268340,109857466,48318804,39657550,61538662,34031698,109857466,9189098,18293830,4468531,16588477366,7296139404,5545496190,1387553798,149439310,0.0269,37.8,715.2,1642.8,16052890,1194656,451090,1684587,"ERR2703737,ERR2810212,ERR2810237"
VBS17645,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,6/6/2014,Indoor,Pyrethroid spray catch,,86,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,0.9,fun,LI,25.78,25,24,25.89,25,25,25.89,25,24,24.86,24,24,0.933,0.01944,2.935,3359.484,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/a,3R+/a,3R+/b,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2882306,103918536,67300597,61751138,36617939,55025560,103918536,12093098,18763636,5756602,15691698936,10162390147,8771379737,1826057798,229621166,0.0262,37.6,611.1,1388.8,26864788,1039017,748234,1863419,"ERR2703785,ERR2810259,ERR2810284"
VBS17646,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,9/6/2014,Indoor,Pyrethroid spray catch,,124,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,4.8,fun,LI,23.36,22,22,23.32,22,22,23.35,22,22,23.63,22,21,0.931,0.01981,1.948,1903.665,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/+,3R+/+,3R+/+,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2757490,119538952,65743829,58526152,53795123,52415576,119538952,13881305,19272903,5148903,18050381752,9927318179,8364532489,2096077055,217407568,0.026,38.6,608.3,1385.6,25297817,1210212,510771,1787441,"ERR2703763,ERR2798813,ERR2798839"
VBS17647,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,9/6/2014,Indoor,Pyrethroid spray catch,,125,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,7.2,fun,LI,14.44,13,12,14.38,13,12,14.51,13,12,14.46,12,12,0.927,0.02042,3.177,2014.292,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/a,3R+/+,3R+/b,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,N,N,3222112,110804880,52096354,43696748,58708526,37642512,110804880,12524649,19205640,4800689,16731536880,7866549454,6150044924,1891221999,160721875,0.0261,38.6,683.2,1596.5,17739983,1311248,459189,1843687,"ERR2703764,ERR2798814,ERR2798840"
VBS17648,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,9/6/2014,Indoor,Pyrethroid spray catch,,131,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,5.5,fun,LI,32.5,31,31,32.46,31,31,32.65,31,31,32.08,30,30,0.935,0.01975,1.282,1610.687,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/+,3R+/+,3R+/b,2Ra/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2730964,101106416,85879149,83648226,15227267,76386856,101106416,15706201,23876045,6497187,15267068816,12967751499,12108647969,2371636351,313236435,0.0259,38.5,519.8,1166.8,37080370,1651942,590715,2146180,"ERR2703765,ERR2798815,ERR2798841"
VBS17649,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,9/6/2014,Indoor,Pyrethroid spray catch,,133,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,5.1,fun,LI,28.09,26,25,28,26,26,28.15,27,25,28.28,26,25,0.936,0.01982,2.445,3566.67,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/+,3R+/+,3R+/+,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2778821,116649556,82973203,78024056,33676353,69730568,116649556,18333117,23994248,7330014,17614082956,12528953653,11153584650,2768300667,305189130,0.0274,38.5,582.8,1374.3,33265558,2193061,605240,2452507,"ERR2703766,ERR2798816,ERR2798842"
VBS17650,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,9/6/2014,Indoor,Pyrethroid spray catch,,134,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,6.4,fun,LI,25.59,24,24,25.54,24,24,25.69,24,24,25.42,23,23,0.933,0.01982,2.494,3155.809,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/+,3R+/+,3R+/+,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2760644,106107980,67585986,61908936,38521994,55086860,106107980,11782976,18761811,5969738,16022304980,10205483886,8787134774,1779229376,246541412,0.0281,37.7,624.7,1431.6,26466749,1562077,541929,1989097,"ERR2703738,ERR2810213,ERR2810238"
VBS17651,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,9/6/2014,Indoor,Pyrethroid spray catch,,143,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,3.3,fun,LI,27.31,26,26,27.24,26,26,27.29,26,26,27.74,25,25,0.934,0.01939,2.961,3870.03,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/+,3R+/+,3R+/b,2R+/+,2R+/h,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2830496,123608868,78724364,71442966,44884504,62606028,123608868,16317432,23437663,7794262,18664939068,11887378964,10023634938,2463932232,258892499,0.0258,38.6,658.3,1547.4,30245094,1563285,776494,2593792,"ERR2703767,ERR2798817,ERR2798843"
VBS17652,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,9/6/2014,Indoor,Pyrethroid spray catch,,144,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,11.1,fun,LI,29.98,29,28,29.91,29,28,29.98,29,28,30.35,28,28,0.934,0.0198,1.881,2434.238,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/+,3R+/+,3R+/+,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2749031,115792566,83771503,79125722,32021063,71040298,115792566,14377846,25580717,6760156,17484677466,12649496953,11331519520,2171054746,302254974,0.0267,37.7,573.7,1307.8,34273877,1827168,616380,2441635,"ERR2703739,ERR2810214,ERR2810239"
VBS17653,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,9/6/2014,Indoor,Pyrethroid spray catch,,148,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,10.3,fun,LI,32.61,32,31,32.52,32,31,32.63,32,31,32.93,31,30,0.938,0.01966,1.654,1987.669,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/+,3R+/+,3R+/b,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2775708,102362854,77416859,73815850,24945995,66571972,102362854,11853719,18624497,6349680,15456790954,11689945709,10599643568,1789911569,295259991,0.0279,37.6,598.5,1313.1,32436100,1475273,641486,2063121,"ERR2703740,ERR2810215,ERR2810240"
VBS17654,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,9/6/2014,Indoor,Pyrethroid spray catch,,154,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,7.2,fun,LI,33.66,33,32,33.56,33,32,33.64,33,32,34.25,32,32,0.938,0.01965,1.441,1934.526,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/+,3R+/+,3R+/b,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2782819,102892180,89351724,87393982,13540456,79785218,102892180,15925711,25266233,6386936,15536719180,13492110324,12678774611,2404782361,321188143,0.0253,38.4,521.2,1140.8,38859735,1642094,649347,2243713,"ERR2703768,ERR2798818,ERR2798844"
VBS17657,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,10/6/2014,Indoor,Pyrethroid spray catch,,181,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,6.3,fun,LI,17.96,17,16,17.95,17,16,17.99,17,16,17.91,16,15,0.93,0.01997,2.275,1660.872,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/+,3R+/+,3R+/b,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,N,N,2952608,101412136,59445990,51506754,41966146,44502936,101412136,13125939,21193708,5776218,15313232536,8976344490,7159788272,1982016789,178539348,0.0249,38.6,711.9,1644.5,21335474,1235503,574472,2109017,"ERR2703770,ERR2798820,ERR2798846"
VBS17658,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,10/6/2014,Indoor,Pyrethroid spray catch,,188,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,3.5,fun,LI,28.25,27,27,28.23,27,27,28.28,27,27,28.18,26,26,0.934,0.01983,1.822,2366.192,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/+,3R+/+,3R+/+,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2715028,107137652,70862456,65975304,36275196,59167410,107137652,11460594,18888346,5907248,16177785452,10700230856,9444641200,1730549694,260049116,0.0275,37.8,586.5,1337,28673242,1383489,644795,1924129,"ERR2703742,ERR2810217,ERR2810242"
VBS17659,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,10/6/2014,Indoor,Pyrethroid spray catch,,191,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,8.4,fun,LI,14.7,13,12,14.61,13,13,14.7,13,13,15.12,13,12,0.927,0.02051,3.234,2234.331,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/+,3R+/+,3R+/b,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,N,N,3170979,117177416,51901666,43350670,65275750,37277582,117177416,13105481,19006182,4760398,17693789816,7837151566,6110510590,1978927631,157731910,0.0258,38.7,668.2,1574.8,17589634,1206095,456145,1900034,"ERR2703771,ERR2798821,ERR2798847"
